date,price,year,month_number,month_short,period_label,series,sort_order
2021-07-30,73.93,2021,7,Jul,2021-07,Spot,1
2021-07-30,73.94999694824219,2021,7,Jul,2021-07,Front-Month Futures,2
2021-08-02,71.31,2021,8,Aug,2021-08,Spot,1
2021-08-02,71.26000213623047,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-03,70.64,2021,8,Aug,2021-08,Spot,1
2021-08-03,70.55999755859375,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-04,68.19,2021,8,Aug,2021-08,Spot,1
2021-08-04,68.1500015258789,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-05,69.1,2021,8,Aug,2021-08,Spot,1
2021-08-05,69.08999633789062,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-06,68.26,2021,8,Aug,2021-08,Spot,1
2021-08-06,68.27999877929688,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-09,66.56,2021,8,Aug,2021-08,Spot,1
2021-08-09,66.4800033569336,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-10,68.33,2021,8,Aug,2021-08,Spot,1
2021-08-10,68.29000091552734,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-11,69.3,2021,8,Aug,2021-08,Spot,1
2021-08-11,69.25,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-12,69.12,2021,8,Aug,2021-08,Spot,1
2021-08-12,69.08999633789062,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-13,68.36,2021,8,Aug,2021-08,Spot,1
2021-08-13,68.44000244140625,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-16,67.44,2021,8,Aug,2021-08,Spot,1
2021-08-16,67.29000091552734,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-17,66.5,2021,8,Aug,2021-08,Spot,1
2021-08-17,66.58999633789062,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-18,65.36,2021,8,Aug,2021-08,Spot,1
2021-08-18,65.45999908447266,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-19,63.69,2021,8,Aug,2021-08,Spot,1
2021-08-19,63.689998626708984,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-20,62.25,2021,8,Aug,2021-08,Spot,1
2021-08-20,62.31999969482422,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-23,65.65,2021,8,Aug,2021-08,Spot,1
2021-08-23,65.63999938964844,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-24,67.5,2021,8,Aug,2021-08,Spot,1
2021-08-24,67.54000091552734,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-25,68.54,2021,8,Aug,2021-08,Spot,1
2021-08-25,68.36000061035156,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-26,67.42,2021,8,Aug,2021-08,Spot,1
2021-08-26,67.41999816894531,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-27,68.84,2021,8,Aug,2021-08,Spot,1
2021-08-27,68.73999786376953,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-30,69.28,2021,8,Aug,2021-08,Spot,1
2021-08-30,69.20999908447266,2021,8,Aug,2021-08,Front-Month Futures,2
2021-08-31,68.43,2021,8,Aug,2021-08,Spot,1
2021-08-31,68.5,2021,8,Aug,2021-08,Front-Month Futures,2
2021-09-01,68.63,2021,9,Sep,2021-09,Spot,1
2021-09-01,68.58999633789062,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-02,70.07,2021,9,Sep,2021-09,Spot,1
2021-09-02,69.98999786376953,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-03,69.34,2021,9,Sep,2021-09,Spot,1
2021-09-03,69.29000091552734,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-07,68.49,2021,9,Sep,2021-09,Spot,1
2021-09-07,68.3499984741211,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-08,69.36,2021,9,Sep,2021-09,Spot,1
2021-09-08,69.30000305175781,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-09,68.26,2021,9,Sep,2021-09,Spot,1
2021-09-09,68.13999938964844,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-10,69.82,2021,9,Sep,2021-09,Spot,1
2021-09-10,69.72000122070312,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-13,70.54,2021,9,Sep,2021-09,Spot,1
2021-09-13,70.44999694824219,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-14,70.53,2021,9,Sep,2021-09,Spot,1
2021-09-14,70.45999908447266,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-15,72.59,2021,9,Sep,2021-09,Spot,1
2021-09-15,72.61000061035156,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-16,72.69,2021,9,Sep,2021-09,Spot,1
2021-09-16,72.61000061035156,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-17,72.09,2021,9,Sep,2021-09,Spot,1
2021-09-17,71.97000122070312,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-20,70.41,2021,9,Sep,2021-09,Spot,1
2021-09-20,70.29000091552734,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-21,70.51,2021,9,Sep,2021-09,Spot,1
2021-09-21,70.55999755859375,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-22,72.37,2021,9,Sep,2021-09,Spot,1
2021-09-22,72.2300033569336,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-23,73.43,2021,9,Sep,2021-09,Spot,1
2021-09-23,73.30000305175781,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-24,74.18,2021,9,Sep,2021-09,Spot,1
2021-09-24,73.9800033569336,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-27,75.54,2021,9,Sep,2021-09,Spot,1
2021-09-27,75.44999694824219,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-28,75.44,2021,9,Sep,2021-09,Spot,1
2021-09-28,75.29000091552734,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-29,75.06,2021,9,Sep,2021-09,Spot,1
2021-09-29,74.83000183105469,2021,9,Sep,2021-09,Front-Month Futures,2
2021-09-30,75.22,2021,9,Sep,2021-09,Spot,1
2021-09-30,75.02999877929688,2021,9,Sep,2021-09,Front-Month Futures,2
2021-10-01,76.01,2021,10,Oct,2021-10,Spot,1
2021-10-01,75.87999725341797,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-04,77.68,2021,10,Oct,2021-10,Spot,1
2021-10-04,77.62000274658203,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-05,79.17,2021,10,Oct,2021-10,Spot,1
2021-10-05,78.93000030517578,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-06,77.66,2021,10,Oct,2021-10,Spot,1
2021-10-06,77.43000030517578,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-07,78.46,2021,10,Oct,2021-10,Spot,1
2021-10-07,78.30000305175781,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-08,79.55,2021,10,Oct,2021-10,Spot,1
2021-10-08,79.3499984741211,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-11,80.64,2021,10,Oct,2021-10,Spot,1
2021-10-11,80.5199966430664,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-12,80.75,2021,10,Oct,2021-10,Spot,1
2021-10-12,80.63999938964844,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-13,80.67,2021,10,Oct,2021-10,Spot,1
2021-10-13,80.44000244140625,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-14,81.43,2021,10,Oct,2021-10,Spot,1
2021-10-14,81.30999755859375,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-15,82.39,2021,10,Oct,2021-10,Spot,1
2021-10-15,82.27999877929688,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-18,82.62,2021,10,Oct,2021-10,Spot,1
2021-10-18,82.44000244140625,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-19,83.19,2021,10,Oct,2021-10,Spot,1
2021-10-19,82.95999908447266,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-20,84.4,2021,10,Oct,2021-10,Spot,1
2021-10-20,83.87000274658203,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-21,82.64,2021,10,Oct,2021-10,Spot,1
2021-10-21,82.5,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-22,84.53,2021,10,Oct,2021-10,Spot,1
2021-10-22,83.76000213623047,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-25,84.64,2021,10,Oct,2021-10,Spot,1
2021-10-25,83.76000213623047,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-26,85.64,2021,10,Oct,2021-10,Spot,1
2021-10-26,84.6500015258789,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-27,82.66,2021,10,Oct,2021-10,Spot,1
2021-10-27,82.66000366210938,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-28,82.78,2021,10,Oct,2021-10,Spot,1
2021-10-28,82.80999755859375,2021,10,Oct,2021-10,Front-Month Futures,2
2021-10-29,83.5,2021,10,Oct,2021-10,Spot,1
2021-10-29,83.56999969482422,2021,10,Oct,2021-10,Front-Month Futures,2
2021-11-01,84.08,2021,11,Nov,2021-11,Spot,1
2021-11-01,84.05000305175781,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-02,83.91,2021,11,Nov,2021-11,Spot,1
2021-11-02,83.91000366210938,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-03,80.82,2021,11,Nov,2021-11,Spot,1
2021-11-03,80.86000061035156,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-04,78.88,2021,11,Nov,2021-11,Spot,1
2021-11-04,78.80999755859375,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-05,81.25,2021,11,Nov,2021-11,Spot,1
2021-11-05,81.2699966430664,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-08,81.96,2021,11,Nov,2021-11,Spot,1
2021-11-08,81.93000030517578,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-09,84.12,2021,11,Nov,2021-11,Spot,1
2021-11-09,84.1500015258789,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-10,81.23,2021,11,Nov,2021-11,Spot,1
2021-11-10,81.33999633789062,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-11,81.47,2021,11,Nov,2021-11,Spot,1
2021-11-11,81.58999633789062,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-12,80.87,2021,11,Nov,2021-11,Spot,1
2021-11-12,80.79000091552734,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-15,80.85,2021,11,Nov,2021-11,Spot,1
2021-11-15,80.87999725341797,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-16,80.76,2021,11,Nov,2021-11,Spot,1
2021-11-16,80.76000213623047,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-17,78.32,2021,11,Nov,2021-11,Spot,1
2021-11-17,78.36000061035156,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-18,78.92,2021,11,Nov,2021-11,Spot,1
2021-11-18,79.01000213623047,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-19,76.11,2021,11,Nov,2021-11,Spot,1
2021-11-19,76.0999984741211,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-22,76.74,2021,11,Nov,2021-11,Spot,1
2021-11-22,76.75,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-23,78.32,2021,11,Nov,2021-11,Spot,1
2021-11-23,78.5,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-24,78.32,2021,11,Nov,2021-11,Spot,1
2021-11-24,78.38999938964844,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-29,69.88,2021,11,Nov,2021-11,Spot,1
2021-11-29,69.94999694824219,2021,11,Nov,2021-11,Front-Month Futures,2
2021-11-30,66.14,2021,11,Nov,2021-11,Spot,1
2021-11-30,66.18000030517578,2021,11,Nov,2021-11,Front-Month Futures,2
2021-12-01,65.44,2021,12,Dec,2021-12,Spot,1
2021-12-01,65.56999969482422,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-02,66.6,2021,12,Dec,2021-12,Spot,1
2021-12-02,66.5,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-03,66.39,2021,12,Dec,2021-12,Spot,1
2021-12-03,66.26000213623047,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-06,69.62,2021,12,Dec,2021-12,Spot,1
2021-12-06,69.48999786376953,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-07,71.94,2021,12,Dec,2021-12,Spot,1
2021-12-07,72.05000305175781,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-08,72.43,2021,12,Dec,2021-12,Spot,1
2021-12-08,72.36000061035156,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-09,70.87,2021,12,Dec,2021-12,Spot,1
2021-12-09,70.94000244140625,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-10,71.71,2021,12,Dec,2021-12,Spot,1
2021-12-10,71.66999816894531,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-13,71.19,2021,12,Dec,2021-12,Spot,1
2021-12-13,71.29000091552734,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-14,70.57,2021,12,Dec,2021-12,Spot,1
2021-12-14,70.7300033569336,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-15,70.89,2021,12,Dec,2021-12,Spot,1
2021-12-15,70.87000274658203,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-16,72.34,2021,12,Dec,2021-12,Spot,1
2021-12-16,72.37999725341797,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-17,70.93,2021,12,Dec,2021-12,Spot,1
2021-12-17,70.86000061035156,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-20,68.69,2021,12,Dec,2021-12,Spot,1
2021-12-20,68.2300033569336,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-21,71.1,2021,12,Dec,2021-12,Spot,1
2021-12-21,71.12000274658203,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-22,72.82,2021,12,Dec,2021-12,Spot,1
2021-12-22,72.76000213623047,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-23,73.89,2021,12,Dec,2021-12,Spot,1
2021-12-23,73.79000091552734,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-27,75.49,2021,12,Dec,2021-12,Spot,1
2021-12-27,75.56999969482422,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-28,76.01,2021,12,Dec,2021-12,Spot,1
2021-12-28,75.9800033569336,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-29,76.58,2021,12,Dec,2021-12,Spot,1
2021-12-29,76.55999755859375,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-30,76.83,2021,12,Dec,2021-12,Spot,1
2021-12-30,76.98999786376953,2021,12,Dec,2021-12,Front-Month Futures,2
2021-12-31,75.33,2021,12,Dec,2021-12,Spot,1
2021-12-31,75.20999908447266,2021,12,Dec,2021-12,Front-Month Futures,2
2022-01-03,75.99,2022,1,Jan,2022-01,Spot,1
2022-01-03,76.08000183105469,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-04,77.0,2022,1,Jan,2022-01,Spot,1
2022-01-04,76.98999786376953,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-05,77.83,2022,1,Jan,2022-01,Spot,1
2022-01-05,77.8499984741211,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-06,79.47,2022,1,Jan,2022-01,Spot,1
2022-01-06,79.45999908447266,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-07,79.0,2022,1,Jan,2022-01,Spot,1
2022-01-07,78.9000015258789,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-10,78.11,2022,1,Jan,2022-01,Spot,1
2022-01-10,78.2300033569336,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-11,81.17,2022,1,Jan,2022-01,Spot,1
2022-01-11,81.22000122070312,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-12,82.51,2022,1,Jan,2022-01,Spot,1
2022-01-12,82.63999938964844,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-13,81.97,2022,1,Jan,2022-01,Spot,1
2022-01-13,82.12000274658203,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-14,83.82,2022,1,Jan,2022-01,Spot,1
2022-01-14,83.81999969482422,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-18,85.42,2022,1,Jan,2022-01,Spot,1
2022-01-18,85.43000030517578,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-19,86.84,2022,1,Jan,2022-01,Spot,1
2022-01-19,86.95999908447266,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-20,86.29,2022,1,Jan,2022-01,Spot,1
2022-01-20,86.9000015258789,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-21,85.16,2022,1,Jan,2022-01,Spot,1
2022-01-21,85.13999938964844,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-24,84.48,2022,1,Jan,2022-01,Spot,1
2022-01-24,83.30999755859375,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-25,86.61,2022,1,Jan,2022-01,Spot,1
2022-01-25,85.5999984741211,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-26,88.33,2022,1,Jan,2022-01,Spot,1
2022-01-26,87.3499984741211,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-27,87.61,2022,1,Jan,2022-01,Spot,1
2022-01-27,86.61000061035156,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-28,87.67,2022,1,Jan,2022-01,Spot,1
2022-01-28,86.81999969482422,2022,1,Jan,2022-01,Front-Month Futures,2
2022-01-31,89.16,2022,1,Jan,2022-01,Spot,1
2022-01-31,88.1500015258789,2022,1,Jan,2022-01,Front-Month Futures,2
2022-02-01,88.22,2022,2,Feb,2022-02,Spot,1
2022-02-01,88.19999694824219,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-02,88.16,2022,2,Feb,2022-02,Spot,1
2022-02-02,88.26000213623047,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-03,90.17,2022,2,Feb,2022-02,Spot,1
2022-02-03,90.2699966430664,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-04,92.27,2022,2,Feb,2022-02,Spot,1
2022-02-04,92.30999755859375,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-07,91.25,2022,2,Feb,2022-02,Spot,1
2022-02-07,91.31999969482422,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-08,89.32,2022,2,Feb,2022-02,Spot,1
2022-02-08,89.36000061035156,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-09,89.57,2022,2,Feb,2022-02,Spot,1
2022-02-09,89.66000366210938,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-10,89.83,2022,2,Feb,2022-02,Spot,1
2022-02-10,89.87999725341797,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-11,93.1,2022,2,Feb,2022-02,Spot,1
2022-02-11,93.0999984741211,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-14,95.52,2022,2,Feb,2022-02,Spot,1
2022-02-14,95.45999908447266,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-15,92.07,2022,2,Feb,2022-02,Spot,1
2022-02-15,92.06999969482422,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-16,93.83,2022,2,Feb,2022-02,Spot,1
2022-02-16,93.66000366210938,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-17,91.78,2022,2,Feb,2022-02,Spot,1
2022-02-17,91.76000213623047,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-18,91.26,2022,2,Feb,2022-02,Spot,1
2022-02-18,91.06999969482422,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-22,92.11,2022,2,Feb,2022-02,Spot,1
2022-02-22,92.3499984741211,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-23,92.14,2022,2,Feb,2022-02,Spot,1
2022-02-23,92.0999984741211,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-24,92.77,2022,2,Feb,2022-02,Spot,1
2022-02-24,92.80999755859375,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-25,91.68,2022,2,Feb,2022-02,Spot,1
2022-02-25,91.58999633789062,2022,2,Feb,2022-02,Front-Month Futures,2
2022-02-28,96.13,2022,2,Feb,2022-02,Spot,1
2022-02-28,95.72000122070312,2022,2,Feb,2022-02,Front-Month Futures,2
2022-03-01,103.66,2022,3,Mar,2022-03,Spot,1
2022-03-01,103.41000366210938,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-02,110.74,2022,3,Mar,2022-03,Spot,1
2022-03-02,110.5999984741211,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-03,107.69,2022,3,Mar,2022-03,Spot,1
2022-03-03,107.66999816894531,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-04,115.77,2022,3,Mar,2022-03,Spot,1
2022-03-04,115.68000030517578,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-07,119.26,2022,3,Mar,2022-03,Spot,1
2022-03-07,119.4000015258789,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-08,123.64,2022,3,Mar,2022-03,Spot,1
2022-03-08,123.69999694824219,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-09,108.81,2022,3,Mar,2022-03,Spot,1
2022-03-09,108.69999694824219,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-10,105.93,2022,3,Mar,2022-03,Spot,1
2022-03-10,106.0199966430664,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-11,109.31,2022,3,Mar,2022-03,Spot,1
2022-03-11,109.33000183105469,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-14,103.22,2022,3,Mar,2022-03,Spot,1
2022-03-14,103.01000213623047,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-15,96.42,2022,3,Mar,2022-03,Spot,1
2022-03-15,96.44000244140625,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-16,94.85,2022,3,Mar,2022-03,Spot,1
2022-03-16,95.04000091552734,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-17,102.97,2022,3,Mar,2022-03,Spot,1
2022-03-17,102.9800033569336,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-18,104.69,2022,3,Mar,2022-03,Spot,1
2022-03-18,104.69999694824219,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-21,112.14,2022,3,Mar,2022-03,Spot,1
2022-03-21,112.12000274658203,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-22,111.03,2022,3,Mar,2022-03,Spot,1
2022-03-22,111.76000213623047,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-23,114.89,2022,3,Mar,2022-03,Spot,1
2022-03-23,114.93000030517578,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-24,114.2,2022,3,Mar,2022-03,Spot,1
2022-03-24,112.33999633789062,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-25,116.2,2022,3,Mar,2022-03,Spot,1
2022-03-25,113.9000015258789,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-28,107.55,2022,3,Mar,2022-03,Spot,1
2022-03-28,105.95999908447266,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-29,104.25,2022,3,Mar,2022-03,Spot,1
2022-03-29,104.23999786376953,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-30,107.81,2022,3,Mar,2022-03,Spot,1
2022-03-30,107.81999969482422,2022,3,Mar,2022-03,Front-Month Futures,2
2022-03-31,100.53,2022,3,Mar,2022-03,Spot,1
2022-03-31,100.27999877929688,2022,3,Mar,2022-03,Front-Month Futures,2
2022-04-01,99.32,2022,4,Apr,2022-04,Spot,1
2022-04-01,99.2699966430664,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-04,103.29,2022,4,Apr,2022-04,Spot,1
2022-04-04,103.27999877929688,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-05,101.98,2022,4,Apr,2022-04,Spot,1
2022-04-05,101.95999908447266,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-06,96.39,2022,4,Apr,2022-04,Spot,1
2022-04-06,96.2300033569336,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-07,96.05,2022,4,Apr,2022-04,Spot,1
2022-04-07,96.02999877929688,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-08,98.35,2022,4,Apr,2022-04,Spot,1
2022-04-08,98.26000213623047,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-11,94.22,2022,4,Apr,2022-04,Spot,1
2022-04-11,94.29000091552734,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-12,100.52,2022,4,Apr,2022-04,Spot,1
2022-04-12,100.5999984741211,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-13,104.26,2022,4,Apr,2022-04,Spot,1
2022-04-13,104.25,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-14,106.84,2022,4,Apr,2022-04,Spot,1
2022-04-14,106.94999694824219,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-18,108.24,2022,4,Apr,2022-04,Spot,1
2022-04-18,108.20999908447266,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-19,102.54,2022,4,Apr,2022-04,Spot,1
2022-04-19,102.55999755859375,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-20,102.56,2022,4,Apr,2022-04,Spot,1
2022-04-20,102.75,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-21,103.89,2022,4,Apr,2022-04,Spot,1
2022-04-21,103.79000091552734,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-22,102.86,2022,4,Apr,2022-04,Spot,1
2022-04-22,102.06999969482422,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-25,99.6,2022,4,Apr,2022-04,Spot,1
2022-04-25,98.54000091552734,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-26,102.62,2022,4,Apr,2022-04,Spot,1
2022-04-26,101.69999694824219,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-27,101.96,2022,4,Apr,2022-04,Spot,1
2022-04-27,102.0199966430664,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-28,105.47,2022,4,Apr,2022-04,Spot,1
2022-04-28,105.36000061035156,2022,4,Apr,2022-04,Front-Month Futures,2
2022-04-29,104.59,2022,4,Apr,2022-04,Spot,1
2022-04-29,104.69000244140625,2022,4,Apr,2022-04,Front-Month Futures,2
2022-05-02,105.18,2022,5,May,2022-05,Spot,1
2022-05-02,105.16999816894531,2022,5,May,2022-05,Front-Month Futures,2
2022-05-03,102.53,2022,5,May,2022-05,Spot,1
2022-05-03,102.41000366210938,2022,5,May,2022-05,Front-Month Futures,2
2022-05-04,107.84,2022,5,May,2022-05,Spot,1
2022-05-04,107.80999755859375,2022,5,May,2022-05,Front-Month Futures,2
2022-05-05,108.17,2022,5,May,2022-05,Spot,1
2022-05-05,108.26000213623047,2022,5,May,2022-05,Front-Month Futures,2
2022-05-06,109.72,2022,5,May,2022-05,Spot,1
2022-05-06,109.7699966430664,2022,5,May,2022-05,Front-Month Futures,2
2022-05-09,103.08,2022,5,May,2022-05,Spot,1
2022-05-09,103.08999633789062,2022,5,May,2022-05,Front-Month Futures,2
2022-05-10,99.74,2022,5,May,2022-05,Spot,1
2022-05-10,99.76000213623047,2022,5,May,2022-05,Front-Month Futures,2
2022-05-11,105.5,2022,5,May,2022-05,Spot,1
2022-05-11,105.70999908447266,2022,5,May,2022-05,Front-Month Futures,2
2022-05-12,106.15,2022,5,May,2022-05,Spot,1
